"","extinct","occurrences","NoSpecies","K_Numeric","Min_Numeric","C_Numeric","C_Cnumeric","S_Numeric","SC_Numeric","O_Numeric","T_Numeric","M_Numeric","R_Numeric","Re_Numeric","Phylum","MinD_Numeric","MaxD_Numeric","System_Numeric"
"Spirorbis",0,14,2,3,1,2,0.2,2,0.25,1,2,5,4,1,"Annelida",2,2,1
"Polycope",0,19,6,2,3,2,0.16,2,0.2,1,2,2,3,3,"Arthropoda",2,4,3
"Discoidella",1,7,1,2,3,2,0.24,2,0.3,2,2,2,3,3,"Arthropoda",4,4,3
"Amphissites",1,6,3,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Cyathus",1,83,6,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",1,4,2
"Hollinella",0,62,11,2,3,2,0.62,2,0.77,1,2,2,3,3,"Arthropoda",1,4,2
"Kirkbya",1,10,6,2,3,2,0.28,2,0.35,2,2,2,3,3,"Arthropoda",2,4,3
"Knightina",0,12,5,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,4,1
"Reviya",0,5,2,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,4,1
"Shleesha",1,10,4,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Oliganisus",1,5,2,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Knoxiella",0,31,7,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",1,2,2
"Langdaia",0,17,3,2,3,2,0.51,2,0.63,1,2,2,3,3,"Arthropoda",1,2,2
"Paraparchites",1,97,8,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,4,2
"Samarella",1,42,3,2,3,2,0.4,2,0.5,1,2,2,3,3,"Arthropoda",2,2,1
"Shemonaella",1,3,1,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Macronotella",1,2,2,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",4,4,3
"Cavellina",1,32,6,2,3,2,0.55,2,0.69,1,3,2,3,3,"Arthropoda",2,4,3
"Sulcella",1,6,4,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Acratia",0,107,16,2,3,2,0.23,2,0.28,1,2,2,3,3,"Arthropoda",1,4,2
"Liuzhinia",0,25,7,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Bairdia",0,656,103,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",1,4,3
"Ceratobairdia",1,16,5,2,3,2,0.44,2,0.55,2,2,2,3,3,"Arthropoda",2,4,2
"Petasobairdia",0,89,12,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,4,3
"Pseudobythocypris",1,30,7,2,3,2,0.34,2,0.42,1,2,2,3,3,"Arthropoda",2,4,3
"Silenites",0,91,13,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,4,2
"Macrocypris",0,15,5,2,3,2,0.32,2,0.4,1,2,2,3,3,"Arthropoda",1,2,2
"Spinomicrocheilinella",1,20,7,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",4,4,3
"Microcheilinella",0,210,19,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",1,4,3
"Paracypris",0,29,8,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,4,1
"Spinocypris",0,5,3,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Bairdiacypris",0,234,28,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,4,3
"Fabalicypris",0,57,11,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",1,4,3
"Kempfina",1,5,2,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Orthobairdia",0,53,9,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Baschkirina",0,31,3,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,4,1
"Bythocypris",0,15,6,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,4,1
"Callicythere",0,12,3,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Monoceratina",1,3,2,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,4,3
"Basslerella",0,140,8,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",1,2,2
"Healdia",1,16,8,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",1,4,3
"Cetollina",1,2,2,2,3,2,0.28,2,0.35,1,2,2,3,3,"Arthropoda",2,2,1
"Pseudophillipsia",1,26,8,2,3,4,17.89,4,29.82,1,2,2,3,3,"Arthropoda",1,2,2
"Orbiculoidea",0,47,10,3,5,1,0,3,0,1,2,5,4,1,"Brachiopoda",1,4,2
"Lingularia",0,147,12,3,5,1,0,3,0,1,4,3,4,1,"Brachiopoda",1,4,2
"Sinoglottidia",0,39,2,3,5,1,0,3,0,1,4,3,4,1,"Brachiopoda",1,4,3
"Sinolingularia",0,58,3,3,5,1,0,3,0,1,4,3,4,1,"Brachiopoda",1,3,2
"Araxathyris",0,96,16,1,3,4,15.52,4,16.34,1,2,5,4,1,"Brachiopoda",1,4,2
"Athyris",0,26,5,1,3,4,18.52,4,19.49,1,2,5,4,1,"Brachiopoda",1,4,2
"Cleiothyridina",1,33,9,1,3,4,36.26,4,38.17,2,2,5,4,1,"Brachiopoda",2,4,3
"Juxathyris",1,100,14,1,3,4,13.29,4,13.99,1,2,5,4,1,"Brachiopoda",1,4,2
"Spirigerella2",1,18,7,1,3,3,7.88,3,8.3,2,2,5,4,1,"Brachiopoda",2,2,1
"Transcaucasathyris",0,50,3,1,3,4,12.02,4,12.65,1,2,5,4,1,"Brachiopoda",1,4,2
"Hustedia",1,37,7,1,3,4,10.6,4,11.16,3,2,5,4,1,"Brachiopoda",1,4,2
"Enteletes",1,56,13,1,3,4,18.74,4,19.73,3,2,5,4,1,"Brachiopoda",1,2,2
"Peltichia1",1,38,3,1,3,4,26.87,4,28.28,1,2,5,4,1,"Brachiopoda",1,2,2
"Peltichia3",1,24,1,1,3,4,31.74,4,33.41,3,2,5,4,1,"Brachiopoda",1,2,2
"Acosarina2",0,174,4,1,3,3,8.49,3,8.94,2,2,5,4,1,"Brachiopoda",1,4,3
"Kotlaia",0,9,1,1,3,4,11.64,4,12.25,2,2,5,4,1,"Brachiopoda",2,2,1
"Orthotichia2",1,19,1,1,3,3,9.87,4,10.39,2,2,5,4,1,"Brachiopoda",2,4,3
"Schizophoria",1,5,1,1,3,3,8.49,3,8.94,2,2,5,4,1,"Brachiopoda",2,2,2
"Terebratuloidea",1,19,7,1,3,3,9.73,4,10.25,3,2,5,4,1,"Brachiopoda",1,2,2
"Prelissorhynchia3",0,168,2,1,3,3,6.35,3,6.69,3,2,5,4,1,"Brachiopoda",1,4,3
"Rhynchopora",1,2,2,1,3,3,9.01,3,9.49,2,2,5,4,1,"Brachiopoda",5,0,0
"Stenoscisma",1,19,9,1,3,4,23.75,4,25,3,2,5,4,1,"Brachiopoda",1,2,2
"Anchorhynchia",1,37,4,1,3,4,11.45,4,12.05,2,2,5,4,1,"Brachiopoda",1,2,2
"Uncinunellina",0,90,6,1,3,4,16.12,4,16.97,3,2,5,4,1,"Brachiopoda",1,4,2
"Wellerella",1,4,2,1,3,4,16.12,4,16.97,3,2,5,4,1,"Brachiopoda",2,2,1
"Attenuatella1",1,23,2,1,3,4,30.04,4,31.62,1,2,5,4,1,"Brachiopoda",2,4,3
"Crurithyris",0,105,15,1,3,3,4.94,3,5.2,2,2,5,4,1,"Brachiopoda",2,4,3
"Orbicoelia1",0,61,3,1,3,3,8.1,3,8.53,1,2,5,4,1,"Brachiopoda",1,4,2
"Orbicoelia2",0,138,8,1,3,3,8.55,3,9,2,2,5,4,1,"Brachiopoda",1,4,3
"Paracrurithyris",0,158,2,1,3,3,5.2,3,5.48,1,2,5,4,1,"Brachiopoda",1,4,3
"Alphaneospirifer",1,13,4,1,3,4,12.7,4,13.37,1,2,5,4,1,"Brachiopoda",1,2,2
"Permophricodothyris1",1,135,8,1,3,4,26.84,4,28.25,1,2,5,4,1,"Brachiopoda",1,4,2
"Permophricodothyris2",1,26,2,1,3,4,26.84,4,28.25,2,2,5,4,1,"Brachiopoda",1,4,2
"Permophricodothyris3",1,24,2,1,3,4,26.84,4,28.25,3,2,5,4,1,"Brachiopoda",1,4,2
"Martinia1",1,11,3,1,3,4,14.72,4,15.49,1,2,5,4,1,"Brachiopoda",1,4,2
"Martinia2",0,84,19,1,3,4,14.72,4,15.49,2,2,5,4,1,"Brachiopoda",1,4,3
"Bajkuria",1,2,1,1,3,3,9.5,4,10,2,2,5,4,1,"Brachiopoda",2,2,1
"Neospirifer",0,11,5,1,3,4,20.7,4,21.79,2,2,5,4,1,"Brachiopoda",2,2,2
"Paraspiriferina",0,45,3,1,3,4,22.88,4,24.08,3,2,5,4,1,"Brachiopoda",1,2,2
"Crenispirifer",1,26,3,1,3,4,12.75,4,13.42,3,2,5,4,1,"Brachiopoda",1,4,2
"Spiriferellina",1,39,11,1,3,4,18.12,4,19.08,3,2,5,4,1,"Brachiopoda",1,2,2
"Dielasma",1,38,7,1,3,4,13.27,4,13.96,1,2,5,4,1,"Brachiopoda",1,4,3
"Hemiptychina",1,11,5,1,3,4,16.45,4,17.32,1,2,5,4,1,"Brachiopoda",2,2,1
"Pseudolabaia",1,8,5,1,3,4,18.4,4,19.36,3,2,5,4,1,"Brachiopoda",2,2,1
"Notothyris",1,33,12,1,3,4,11.19,4,11.78,3,2,5,4,1,"Brachiopoda",1,4,2
"Derbyia",0,73,10,1,3,4,34.86,4,36.69,3,2,5,4,1,"Brachiopoda",1,4,2
"Meekella",1,142,20,1,3,4,38.67,4,40.7,3,2,5,4,1,"Brachiopoda",1,4,3
"Orthothetina",0,278,14,1,3,4,25.95,4,27.32,2,2,5,4,1,"Brachiopoda",1,4,3
"Perigeyerella",0,41,8,1,3,4,26.63,4,28.03,2,2,5,4,1,"Brachiopoda",1,2,2
"Goniarina",1,2,1,1,3,4,41.3,4,43.47,2,2,5,4,1,"Brachiopoda",4,4,1
"Schuchertella",1,10,2,1,3,4,26.4,4,27.78,2,2,5,4,1,"Brachiopoda",1,4,3
"Streptorhynchus",1,52,7,1,3,4,17.52,4,18.44,2,2,5,4,1,"Brachiopoda",1,4,2
"Tropidelasma",1,7,2,1,3,4,23.28,4,24.5,2,2,5,4,1,"Brachiopoda",1,2,1
"Pygmochonetes",1,12,2,1,3,3,6.58,3,6.93,1,2,5,4,1,"Brachiopoda",2,4,3
"Edriosteges",1,62,6,1,3,4,24.7,4,26,2,2,5,4,1,"Brachiopoda",1,4,2
"Chonetes",0,6,1,1,3,4,30.34,4,31.94,2,2,5,4,1,"Brachiopoda",2,2,1
"Chenxianoproductus",1,11,5,1,3,4,30.34,4,31.94,2,2,5,4,1,"Brachiopoda",1,2,2
"Anidanthus",1,25,5,1,3,4,20.11,4,21.17,3,2,5,4,1,"Brachiopoda",1,4,3
"Fusiproductus",1,11,3,1,3,4,11.36,4,11.96,3,2,5,4,1,"Brachiopoda",2,4,3
"Keyserlingina",1,12,4,1,3,4,33.99,4,35.78,2,2,5,4,1,"Brachiopoda",1,2,2
"Leptodus",1,150,8,1,3,4,33.99,4,35.78,2,2,5,4,1,"Brachiopoda",1,4,3
"Oldhamina1",1,18,1,1,3,4,21.24,4,22.36,1,2,5,4,1,"Brachiopoda",1,2,2
"Oldhamina2",1,90,10,1,3,4,29.31,4,30.85,2,2,5,4,1,"Brachiopoda",1,4,3
"Chianella",1,5,1,1,3,4,14.25,4,15,2,2,5,4,1,"Brachiopoda",1,2,2
"Compressoproductus",1,19,5,1,3,4,34.32,4,36.12,3,2,5,4,1,"Brachiopoda",1,4,2
"Costatumulus",1,29,3,1,3,4,28.36,4,29.85,2,2,5,4,1,"Brachiopoda",2,4,3
"Permianella",1,10,2,1,3,4,37.28,4,39.24,3,2,5,4,1,"Brachiopoda",1,2,2
"Cathaysia",0,168,8,1,3,4,10.75,4,11.31,2,2,5,4,1,"Brachiopoda",1,4,3
"Dongpanoproductus",1,9,1,1,3,4,18.02,4,18.97,2,2,5,4,1,"Brachiopoda",2,4,3
"Haydenella",0,170,17,1,3,3,8.5,3,8.94,2,2,5,4,1,"Brachiopoda",1,4,2
"Paryphella",0,314,17,1,3,4,11.64,4,12.25,2,2,5,4,1,"Brachiopoda",1,4,3
"Spinomarginifera",0,335,17,1,3,4,10.41,4,10.95,2,2,5,4,1,"Brachiopoda",1,4,3
"Tyloplecta",1,97,8,1,3,4,41.68,4,43.87,2,2,5,4,1,"Brachiopoda",1,4,2
"Richthofenia",1,17,4,1,3,4,13.27,4,13.96,2,2,5,4,1,"Brachiopoda",1,2,2
"Fusichonetes",0,76,3,1,3,3,5.93,3,6.24,2,2,5,4,1,"Brachiopoda",1,4,3
"Neochonetes2",0,264,19,1,3,3,8.65,3,9.1,2,2,5,4,1,"Brachiopoda",1,4,3
"Neochonetes3",1,12,2,1,3,4,10.83,4,11.4,3,2,5,4,1,"Brachiopoda",2,4,2
"Tethyochonetes2",0,250,12,1,3,4,10.67,4,10.12,2,2,5,4,1,"Brachiopoda",1,4,3
"Tethyochonetes3",1,72,5,1,3,4,40.31,4,42.43,3,2,5,4,1,"Brachiopoda",1,4,3
"Waagenites2",0,54,5,1,3,3,7.66,3,8.06,2,2,5,4,1,"Brachiopoda",1,4,2
"Waagenites3",0,51,2,1,3,4,14.41,4,15.17,3,2,5,4,1,"Brachiopoda",1,4,2
"Alatoproductus",1,4,2,1,3,3,9.5,4,10,3,2,5,4,1,"Brachiopoda",1,2,2
"Licharewiella",1,7,3,1,3,3,4.65,3,4.9,2,2,5,4,1,"Brachiopoda",2,2,1
"Tschernyschewia",0,44,5,1,3,4,24.95,4,26.27,2,2,5,4,1,"Brachiopoda",1,4,2
"Fenestella",1,12,4,1,3,4,50,4,50,1,2,5,4,1,"Bryozoa",1,2,2
"Stenolaemata",1,2,1,1,3,4,50,4,50,1,2,5,4,1,"Bryozoa",1,1,1
"Pseudovermiporella",0,19,4,2,1,3,1.11,3,2.46,1,2,5,1,1,"Chlorophyta",2,4,1
"Diplopora",0,26,2,2,1,2,0.23,2,0.5,1,2,5,1,1,"Chlorophyta",2,4,1
"Mizzia",1,17,2,2,1,2,0.45,3,1,1,2,5,1,1,"Chlorophyta",2,2,1
"Clarkina",0,449,42,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,4,2
"Isarcicella",0,42,8,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,4,2
"Neohindeodella",0,16,5,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,4,2
"Xaniognathus",0,31,1,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,4,2
"Neospathodus",0,110,25,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,4,2
"Hindeodus",0,465,23,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,4,2
"Merrillina",1,2,1,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,2,2
"Neogondolella",0,13,5,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,4,1
"Ellisonia",0,6,3,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,4,1
"Hibbardella",0,6,3,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,2,1
"Enantiognathus",0,26,2,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,2,1
"Lonchodina",0,7,1,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,2,1
"Prioniodella",0,28,4,3,7,1,0,2,0,1,1,1,2,3,"Chordata",2,2,1
"Lophophyllidium",1,26,7,1,2,4,24.19,4,24.19,1,2,5,3,1,"Cnidaria",2,4,1
"Asserculinia",1,6,2,1,2,3,8.94,3,8.94,1,2,5,3,1,"Cnidaria",1,2,2
"Huayinophyllum",1,3,1,1,3,4,50,4,50,1,2,5,3,1,"Cnidaria",2,2,1
"Huangzhishania",1,2,1,1,2,4,28.8,4,36,1,2,2,2,1,"Echinodermata",2,2,1
"Calcitornella",1,2,1,2,2,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,2,1
"Hemigordius",0,153,22,2,2,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,4,3
"Meandrospira",0,183,8,2,2,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,4,2
"Midiella",1,4,1,2,2,2,0.48,2,0.79,1,3,4,1,1,"Foraminifera",2,2,1
"Planiinvoluta",0,19,2,2,2,2,0.48,2,0.79,1,3,4,1,1,"Foraminifera",2,4,1
"Rectocornuspira",0,114,4,2,2,2,0.05,2,0.08,1,3,4,1,1,"Foraminifera",2,4,2
"Agathammina",0,33,10,2,2,2,0.34,2,0.57,1,3,4,1,1,"Foraminifera",2,4,1
"Multidiscus1",1,9,3,2,2,2,0.12,2,0.19,1,3,4,1,1,"Foraminifera",2,4,2
"Multidiscus2",1,13,2,2,2,3,1.12,3,1.87,1,3,4,1,1,"Foraminifera",2,2,1
"Pseudomidiella",1,2,1,2,2,2,0.6,3,1,1,3,4,1,1,"Foraminifera",2,2,1
"Lituotuba",1,5,1,2,2,2,0.04,2,0.07,1,3,4,1,1,"Foraminifera",2,2,1
"Ammovertella",1,6,2,2,2,2,0.1,2,0.17,1,3,4,1,1,"Foraminifera",2,2,1
"Kamurana",1,3,1,2,2,2,0.1,2,0.17,1,3,4,1,1,"Foraminifera",2,2,1
"Neodiscus",1,21,7,2,2,2,0.06,2,0.1,1,3,4,1,1,"Foraminifera",1,4,2
"Abadehella",1,7,5,1,3,2,0.72,3,1.2,1,3,4,1,1,"Foraminifera",2,2,1
"Abriolina",0,4,2,1,3,2,0.54,2,0.89,1,3,4,1,1,"Foraminifera",4,4,1
"Diplosphaerina",0,94,4,1,3,2,0.06,2,0.1,1,3,4,1,1,"Foraminifera",2,4,1
"Eotubentina",1,40,5,1,3,2,0.06,2,0.1,1,3,4,1,1,"Foraminifera",2,4,1
"Dagmarita",0,136,10,1,3,2,0.17,2,0.28,1,3,4,1,1,"Foraminifera",1,3,2
"Globivalvulina",0,142,13,1,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,4,1
"Glomomidiella",1,19,1,1,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,2,1
"Paraglobivalvulina",1,36,6,1,3,2,0.21,2,0.35,1,3,4,1,1,"Foraminifera",2,2,1
"Sengoerina",1,11,1,1,3,2,0.15,2,0.24,1,3,4,1,1,"Foraminifera",2,2,1
"Bradyina",1,8,3,1,3,2,0.13,2,0.22,1,3,4,1,1,"Foraminifera",2,4,1
"Postendothyra",1,30,6,1,3,2,0.3,2,0.5,1,3,4,1,1,"Foraminifera",2,2,1
"Colaniella",1,125,10,1,3,2,0.52,2,0.87,1,3,4,1,1,"Foraminifera",1,4,2
"Aeolisaccus",1,11,1,1,3,2,0.07,2,0.12,1,3,4,1,1,"Foraminifera",2,2,1
"Earlandia",0,169,8,1,3,2,0.21,2,0.35,1,3,4,1,1,"Foraminifera",2,4,2
"Endothyra",1,12,2,1,3,2,0.23,2,0.39,1,3,4,1,1,"Foraminifera",2,2,1
"Neoendothyra",0,60,11,1,3,2,0.34,2,0.57,1,3,4,1,1,"Foraminifera",2,4,3
"Plectogyra",1,5,1,1,3,2,0.04,2,0.07,1,3,4,1,1,"Foraminifera",2,2,1
"Lunucammina",1,13,7,1,3,2,0.29,2,0.49,1,3,4,1,1,"Foraminifera",2,4,1
"Reichelina",0,218,14,1,3,2,0.24,2,0.4,1,3,4,1,1,"Foraminifera",1,4,2
"Pachyphloia",0,263,25,1,3,2,0.19,2,0.32,1,3,4,1,1,"Foraminifera",1,4,2
"Climacammina",1,41,12,1,3,2,0.95,3,1.58,1,3,4,1,1,"Foraminifera",2,4,1
"Cribrogenerina",1,42,10,1,3,2,0.4,2,0.66,1,3,4,1,1,"Foraminifera",2,2,1
"Deckerella",1,22,8,1,3,2,0.4,2,0.66,1,3,4,1,1,"Foraminifera",2,2,1
"Palaeotextularia",0,59,7,1,3,3,2.1,3,3.5,1,3,4,1,1,"Foraminifera",2,4,2
"Pseudoammodiscus",1,11,2,1,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,2,1
"Tournayella",1,2,1,1,3,2,0.76,3,1.26,1,3,4,1,1,"Foraminifera",2,2,1
"Codonofusiella",1,67,17,1,3,2,0.36,2,0.6,1,3,4,1,1,"Foraminifera",1,4,2
"Palaeofusulina",0,262,35,1,3,2,0.85,3,1.41,1,3,4,1,1,"Foraminifera",2,4,1
"Rugososchwagerina",1,2,1,1,3,2,0.6,3,1,1,3,4,1,1,"Foraminifera",2,2,1
"Nankinella",1,87,17,1,3,2,0.89,3,1.48,1,3,4,1,1,"Foraminifera",1,2,2
"Parareichelina",1,5,2,1,3,2,0.37,2,0.62,1,3,4,1,1,"Foraminifera",2,2,1
